L1 seg.code,L1 seg.description,L2 seg.code,L2 seg.description,L3 seg.code,L3 seg.description,Buyers' name
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341143,CONDUCTIVITY MEASUREMENT - ACCESSORIES AND SPARE PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341144,PH MEASUREMENT - NEW MATERIAL,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341145,PH MEASUREMENT - ACCESSORIES AND SPARE PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341146,TURBIDITY MEASUREMENT - NEW MATERIAL,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341147,TURBIDITY MEASUREMENT - ACCESSORIES AND SPARE PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3411,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,341199,INSTRUMENTATION - PHYSICO-CHEMICAL PARAMETERS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3412,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION,341210,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION PROBE,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3412,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION,341211,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION - ELECTRONIC PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3412,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION,341212,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION - SPARE PARTS AND ACCESSORIES,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3412,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION,341299,FLOW MEASUREMENT ELECTRO MAGNETIC INSERTION,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3413,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT,341310,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT MAIN POWER,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3413,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT,341311,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3413,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT,341312,FLOW MEASUREMENT ELECTRO MAGNETIC FOR BILLING COMPACT MAINS POWER,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3413,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT,341313,FLOW MEASUREMENT ELECTRO MAGNETIC FOR BILLING COMPACT BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3413,FLOW MEASUREMENT ELECTRO MAGNETIC COMPACT,341399,FLOW MEASUREMENT ELECTRO MAGNETIC TUBE COMPACT,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3414,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE,341410,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE MAIN POWER,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3414,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE,341411,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3414,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE,341412,FLOW MEASUREMENT ELECTRO MAGNETIC FOR BILLING REMOTE MAINS POWER,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3414,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE,341413,FLOW MEASUREMENT ELECTRO MAGNETIC FOR BILLING REMOTE BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3414,FLOW MEASUREMENT ELECTRO MAGNETIC REMOTE,341499,FLOW MEASUREMENT ELECTRO MAGNETIC TUBE REMOTE,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341510,FLOW MEASUREMENT OPTION CABLE IN METER,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341511,FLOW MEASUREMENT OPTION WALL FIXATION,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341512,FLOW MEASUREMENT OPTION IP68 PROTECTION,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341513,FLOW MEASUREMENT OPTION BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341514,FLOW MEASUREMENT OPTION MASS DISC,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341515,FLOW MEASUREMENT OPTION COATING,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3415,FLOW MEASUREMENT OPTIONS,341599,FLOW MEASUREMENT ELECTRO MAGNETIC TUBE OPTIONS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3416,FLOW MEASUREMENT SPARE PARTS,341610,FLOW MEASUREMENT SPARE PARTS BATTERY,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3416,FLOW MEASUREMENT SPARE PARTS,341611,FLOW MEASUREMENT SPARE PARTS ELECTRONIC,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3416,FLOW MEASUREMENT SPARE PARTS,341612,FLOW MEASUREMENT OTHERS SPARE PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3416,FLOW MEASUREMENT SPARE PARTS,341699,FLOW MEASUREMENT ELECTRO MAGNETIC TUBE - SPARE PARTS,Joanna
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3417,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,341710,INSTRUMENTATION - EQUIPMENT ACQUISITION,Tom
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3417,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,341711,INSTRUMENTATION - EQUIPMENT RENTING,Tom
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3417,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,341712,INSTRUMENTATION - EQUIPMENT ACQUISITION,Tom
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3417,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,341713,INSTRUMENTATION - METROLOGY AND CALIBRATION,Tom
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3417,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,341799,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,Tom
34,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,3499,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,349999,INSTRUMENTATION AND ELECTROMATIC FLOW MEASUREMENT,Tom
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361010,BALER WIRE,Curtis
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361011,SMALL INDUSTRIAL SUPPLIES - WEB CATALOGUE,Curtis
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361012,SMALL INDUSTRIAL SUPPLIES - ON QUOTE,Curtis
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361013,SMALL INDUSTRIAL SUPPLIES,Curtis
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361014,PURCHASE OF CONSUMABLES (GER),Curtis
36,TECHNICAL SUPPLIES,3610,INDUSTRIAL SUPPLIES,361099,INDUSTRIAL SUPPLIES,Curtis
36,TECHNICAL SUPPLIES,3611,CIVIL WORK PACKAGED SUPPLIES,361101,CIVIL WORK PACKAGED SUPPLIES,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361210,REMOVABLE RETENTION CONTAINER,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361211,ABSORBENT PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361212,EMERGENCY SUPPLY KIT,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361213,OBTURATOR,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361214,ISOLATION DAM,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361215,DIESEL/OIL TANK,Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361216,"SAFETY CONTAINER (CABINET, JERRICAN, TRASH BIN…)",Curtis
36,TECHNICAL SUPPLIES,3612,POLLUTION TREATMENT DEVICE AND EQUIPMENT,361299,POLLUTION TREATMENT DEVICE AND EQUIPMENT,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361310,GSM LEAK NOISE LOGGERS,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361311,VHF LEAK NOISE LOGGERS,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361312,MOBILE LEAK NOISE LOGGERS,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361313,MOBILE CORRELATOR,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361314,CORRELATOR ON LAPTOP (PC),Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361315,MULTI-POINT CORRELATOR,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361316,SMOKE GENERATOR,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361317,ELECTROACOUSTIC MATERIAL,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361318,METAL DETECTION MATERIAL,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361319,PROTECTION AND SEALING PIPE PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3613,LEAK DETECTION DEVICE AND EQUIPMENT,361399,LEAK DETECTION DEVICE AND EQUIPMENT,Curtis
36,TECHNICAL SUPPLIES,3614,WATER LINE DETECTION DEVICE AND EQUIPMENT,361410,PURCHASE OF WATER LINE DETECTION DEVICE AND EQUIPMENT,Curtis
36,TECHNICAL SUPPLIES,3614,WATER LINE DETECTION DEVICE AND EQUIPMENT,361411,WATER LINE DETECTION DEVICE AND EQUIPMENT SPARE PARTS,Curtis
36,TECHNICAL SUPPLIES,3614,WATER LINE DETECTION DEVICE AND EQUIPMENT,361412,WATER LINE DETECTION DEVICE AND EQUIPMENT MAINTENANCE,Curtis
36,TECHNICAL SUPPLIES,3614,WATER LINE DETECTION DEVICE AND EQUIPMENT,361414,MATERIAL FOR VIDEO INSPECTION OF WATER LINES,Curtis
36,TECHNICAL SUPPLIES,3614,WATER LINE DETECTION DEVICE AND EQUIPMENT,361499,WATER LINE DETECTION DEVICE AND EQUIPMENT,Curtis
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361511,"DRY, RECHARGEABLE, BUTTON CELLS",Curtis
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361512,LIGHTING,Curtis
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361513,RISK AND THUNDER PROTECTION,Tom
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361514,ELECTRIC EQUIPMENT - WEB CATALOGUE,Tom
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361515,ELECTRIC EQUIPMENT ON QUOTE,Tom
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361516,SMALL ELECTRIC DEVICES,Tom
36,TECHNICAL SUPPLIES,3615,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,361599,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,Tom
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361610,GROUP PROTECTION AND SAFETY EQUIPMENT,Patrick
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361612,MATERIAL MAINTENANCE,Patrick
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361613,FIRE DETECTION AND PROTECTION DEVICE,Patrick
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361614,YEARLY MATERIAL CHECK,Patrick
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,Geraldine
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361616,EXTINGUISHER MAINTENANCE,Patrick
36,TECHNICAL SUPPLIES,3616,SECURITY EQUIPMENT AND SERVICES,361699,SECURITY EQUIPMENT AND SERVICES,Patrick
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361710,MEDICAL EQUIPMENT,Patrick
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361711,MEDICAL SUPPLY,Curtis
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361713,PHARMACY : RETAIL PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361714,"PHARMACY : STRIPS, COMPRESS",Curtis
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361715,AID KIT : STANDARD LIST,Curtis
36,TECHNICAL SUPPLIES,3617,MEDICAL AND PHARMACEUTICAL PRODUCTS,361799,MEDICAL AND PHARMACEUTICAL PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361810,TEMPORARY ROAD WORKS SIGNS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361811,OTHER ROAD TRAFFIC SIGNS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361812,ROAD SIGNAGE STORAGE RACK,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361813,"BARRIER, WALL BARRIER, ROAD CONE, TRAFFIC LIGHT, …",Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361814,"SECURITY SIGNAGE: PANNEL, STICKER, PICTO",Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361815,EVENT AND ADVERTISING SIGNS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361816,VEHICLE TRIM,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361820,TEMPORATY POSITION SIGNAGE: K BARRAGE,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361821,TEMPORATY POSITION SIGNAGE: KA CONE,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361822,TEMPORATY POSITION SIGNAGE: KB STAKE,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361823,TEMPORATY POSITION SIGNAGE: KC BEACON,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361824,TEMPORATY POSITION SIGNAGE: K LANES SEPARATOR,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361825,TEMPORATY POSITION SIGNAGE: BARRIERS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361826,TEMPORATY POSITION SIGNAGE: DIVERSE,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361827,TEMPORARY APPROACHING SIGNAGE: AK DANGER SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361828,TEMPORARY APPROACHING SIGNAGE: KD INDICATION SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361829,TEMPORARY APPROACHING SIGNAGE: KC INDICATION SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361830,TEMPORARY APPROACHING SIGNAGE: C INDICATION SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361831,TEMPORARY APPROACHING SIGNAGE: B PRESCRIPTION SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361832,TEMPORARY APPROACHING SIGNAGE: B END OF PRESCRIPTION SIGN,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361833,TEMPORARY SIGNAGE: LIGHTS,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361898,SIGNAGE,Curtis
36,TECHNICAL SUPPLIES,3618,"SIGNS, SIGNAGE",361899,SIGNAGE,Curtis
36,TECHNICAL SUPPLIES,3619,LABORATORY,361910,LABORATORY EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3619,LABORATORY,361911,LABORATORY REACTANTS,Vesela
36,TECHNICAL SUPPLIES,3619,LABORATORY,361912,LABORATORY CHECK AND MAINTENANCE,Vesela
36,TECHNICAL SUPPLIES,3619,LABORATORY,361999,LABORATORY,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362010,FALL PROTECTION EQUIPMENT,Curtis
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362011,EAR PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362012,BODY PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362013,RESCUE PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362014,HAND PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362015,FEET PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362016,RESPIRATORY PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362017,WELDING PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362018,HEAD PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362019,EYES PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362020,OTHER PROTECTION EQUIPMENT,Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362096,PERSONAL SAFETY EQUIPMENT RENTAL (PPE),Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362097,PERSONAL SAFETY EQUIPMENT MAINTENANCE (PPE),Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362098,PERSONAL SAFETY EQUIPMENT PURCHASE (PPE),Vesela
36,TECHNICAL SUPPLIES,3620,PERSONAL SAFETY EQUIPMENT (PPE),362099,PERSONAL SAFETY EQUIPMENT (PPE),Curtis
36,TECHNICAL SUPPLIES,3621,"WORK CLOTHES, UNIFORMS",362110,WORKING CLOTHES PURCHASE,Curtis
36,TECHNICAL SUPPLIES,3621,"WORK CLOTHES, UNIFORMS",362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",Curtis
36,TECHNICAL SUPPLIES,3621,"WORK CLOTHES, UNIFORMS",362112,WORKING CLOTHES RESTOCKING,Curtis
36,TECHNICAL SUPPLIES,3621,"WORK CLOTHES, UNIFORMS",362113,"WORK CLOTHES, UNIFORMS - MAINTENANCE",Curtis
36,TECHNICAL SUPPLIES,3621,"WORK CLOTHES, UNIFORMS",362199,"WORK CLOTHES, UNIFORMS",Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362210,ELECTRIC TOOLS,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362211,HAND TOOLS,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362212,GRINDSTONE,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362215,MACHINERY AND TOOLS,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362218,IRONSMITH AND TOOLS - WEB CATALOGUE,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362219,IRONSMITH AND TOOLS - ON QUOTE,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362280,STOCKED PORTABLE TOOLS AND CONSUMABLES,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362281,NON STOCKED PORTABLE TOOLS AND CONSUMABLES,Curtis
36,TECHNICAL SUPPLIES,3622,TOOLS AND HARDWARE,362299,TOOLS,Curtis
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362310,HYDRAULIC EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362311,PNEUMATIC EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362312,THERMIC EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362313,ELECTRIC EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362314,MANUAL EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362315,HIGH FREQUENCY ELECTRICAL CONSTRUCTION MATERIAL,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362316,ELECTRICAL 220V WORK MATERIAL,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362317,GREEN SPACE EQUIPMENTS AND AGRICULTURAL EQUIPMENTS,Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362318,"SPARE PARTS FOR HYDRAULIC, PNEUMATIC, ELECTRIC AND THERMIC EQUIPMENT",Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362319,"MAINTENANCE FOR HYDRAULIC, PNEUMATIC, ELECTRIC AND THERMIC EQUIPMENT",Peter
36,TECHNICAL SUPPLIES,3623,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",362399,"HYDRAULIC, PNEUMATIC, THERMAL, ELECTRIC AND MANUAL EQUIPMENTS",Peter
36,TECHNICAL SUPPLIES,3624,RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,362410,SHORT TERM RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,Peter
36,TECHNICAL SUPPLIES,3624,RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,362411,LONG TERM RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,Peter
36,TECHNICAL SUPPLIES,3624,RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,362480,MEDIUM TERM RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,Peter
36,TECHNICAL SUPPLIES,3624,RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,362499,SHORT TERM RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,Peter
36,TECHNICAL SUPPLIES,3625,GAS DETECTION,362510,FIX GAS DETECTION MATERIAL,Vesela
36,TECHNICAL SUPPLIES,3625,GAS DETECTION,362511,MOBILE GAS DETECTION MATERIAL,Vesela
36,TECHNICAL SUPPLIES,3625,GAS DETECTION,362512,CHECKING AND MAINTENANCE OF FIX AND MOBILE MATERIAL FOR GAS DETECTION,Vesela
36,TECHNICAL SUPPLIES,3625,GAS DETECTION,362599,GAS DETECTION,Vesela
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362610,"HYGIENE PRODUCTS, SOAP, WIPER, TOWEL",Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362611,MAINTENANCE AND CLEANING PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362612,"INSECTICIDE, RODENTICIDE",Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362613,HERBICIDE AND PHYTO SANITORY PRODUCTS,Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362620,HANDS HYGIENE - WASHING AND DRYING,Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362621,SANITARY HYGIENE,Curtis
36,TECHNICAL SUPPLIES,3626,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,362622,CLOTHING HYGIENE,Curtis
